p_noise	bell_state	optimization_level	routing_method	noise_adaptive	fidelity	success_rate	depth	gate_count	cx_count	sx_count	x_count	rz_count	initial_layout	adaptive_path	blind_layout
0.09	phi_minus	1	sabre	TRUE	0.814315271	0.900146484	5	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.09	phi_minus	1	sabre	FALSE	0.400250813	0.600830078	5	5	1	1	0	3	[0, 1]	[4, 5, 6]	[0, 1]
0.09	phi_minus	1	lookahead	TRUE	0.815610846	0.973144531	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.09	phi_minus	1	lookahead	FALSE	0.400250813	0.600830078	5	5	1	1	0	3	[0, 1]	[4, 5, 6]	[0, 1]
0.09	phi_minus	2	sabre	TRUE	0.814315271	0.900146484	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.09	phi_minus	2	sabre	FALSE	0.400250814	0.600830078	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.09	phi_minus	2	lookahead	TRUE	0.815610846	0.973144531	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.09	phi_minus	2	lookahead	FALSE	0.400250814	0.600830078	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.09	phi_minus	3	sabre	TRUE	0.814315271	0.900146484	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.09	phi_minus	3	sabre	FALSE	0.400250814	0.600830078	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.09	phi_minus	3	lookahead	TRUE	0.815610846	0.973144531	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.09	phi_minus	3	lookahead	FALSE	0.400250814	0.600830078	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.09	psi_plus	1	sabre	TRUE	0.774342657	0.870605469	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.09	psi_plus	1	sabre	FALSE	0.382941921	0.608886719	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.09	psi_plus	1	lookahead	TRUE	0.775549616	0.942749023	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.09	psi_plus	1	lookahead	FALSE	0.382941921	0.608886719	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.09	psi_plus	2	sabre	TRUE	0.774342657	0.870605469	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.09	psi_plus	2	sabre	FALSE	0.382941921	0.608886719	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.09	psi_plus	2	lookahead	TRUE	0.775549616	0.942749023	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.09	psi_plus	2	lookahead	FALSE	0.382941921	0.608886719	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.09	psi_plus	3	sabre	TRUE	0.774342657	0.870605469	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.09	psi_plus	3	sabre	FALSE	0.382941921	0.608886719	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.09	psi_plus	3	lookahead	TRUE	0.775549616	0.942749023	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.09	psi_plus	3	lookahead	FALSE	0.382941921	0.608886719	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.09	psi_minus	1	sabre	TRUE	0.774342657	0.870605469	5	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.09	psi_minus	1	sabre	FALSE	0.382941921	0.608886719	5	6	1	1	1	3	[0, 1]	[4, 5, 6]	[0, 1]
0.09	psi_minus	1	lookahead	TRUE	0.775549616	0.942749023	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.09	psi_minus	1	lookahead	FALSE	0.382941921	0.608886719	5	6	1	1	1	3	[0, 1]	[4, 5, 6]	[0, 1]
0.09	psi_minus	2	sabre	TRUE	0.774342657	0.870605469	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.09	psi_minus	2	sabre	FALSE	0.382941921	0.608886719	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.09	psi_minus	2	lookahead	TRUE	0.775549616	0.942749023	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.09	psi_minus	2	lookahead	FALSE	0.382941921	0.608886719	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.09	psi_minus	3	sabre	TRUE	0.774342657	0.870605469	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.09	psi_minus	3	sabre	FALSE	0.382941921	0.608886719	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.09	psi_minus	3	lookahead	TRUE	0.775549616	0.942749023	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.09	psi_minus	3	lookahead	FALSE	0.382941921	0.608886719	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	phi_plus	1	sabre	TRUE	0.795855471	0.890625	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	phi_plus	1	sabre	FALSE	0.339180013	0.556762695	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	phi_plus	1	lookahead	TRUE	0.797434089	0.969604492	7	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	phi_plus	1	lookahead	FALSE	0.339180013	0.556762695	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	phi_plus	2	sabre	TRUE	0.795855471	0.890625	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	phi_plus	2	sabre	FALSE	0.339180013	0.556762695	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	phi_plus	2	lookahead	TRUE	0.797434089	0.969604492	7	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	phi_plus	2	lookahead	FALSE	0.339180013	0.556762695	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	phi_plus	3	sabre	TRUE	0.795855471	0.890625	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	phi_plus	3	sabre	FALSE	0.339180013	0.556762695	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	phi_plus	3	lookahead	TRUE	0.797434089	0.969604492	7	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	phi_plus	3	lookahead	FALSE	0.339180013	0.556762695	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	phi_minus	1	sabre	TRUE	0.79585547	0.890625	5	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.1	phi_minus	1	sabre	FALSE	0.339180013	0.556762695	5	5	1	1	0	3	[0, 1]	[4, 5, 6]	[0, 1]
0.1	phi_minus	1	lookahead	TRUE	0.797434088	0.969604492	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.1	phi_minus	1	lookahead	FALSE	0.339180013	0.556762695	5	5	1	1	0	3	[0, 1]	[4, 5, 6]	[0, 1]
0.1	phi_minus	2	sabre	TRUE	0.795855471	0.890625	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	phi_minus	2	sabre	FALSE	0.339180013	0.556762695	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	phi_minus	2	lookahead	TRUE	0.797434088	0.969604492	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.1	phi_minus	2	lookahead	FALSE	0.339180013	0.556762695	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	phi_minus	3	sabre	TRUE	0.795855471	0.890625	4	7	4	1	0	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	phi_minus	3	sabre	FALSE	0.339180013	0.556762695	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	phi_minus	3	lookahead	TRUE	0.797434088	0.969604492	8	8	4	1	0	3	[4, 6]	[4, 5, 6]	[0, 1]
0.1	phi_minus	3	lookahead	FALSE	0.339180013	0.556762695	4	4	1	1	0	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	psi_plus	1	sabre	TRUE	0.752685699	0.857910156	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	psi_plus	1	sabre	FALSE	0.327764973	0.567871094	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	psi_plus	1	lookahead	TRUE	0.754144342	0.937988281	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	psi_plus	1	lookahead	FALSE	0.327764973	0.567871094	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	psi_plus	2	sabre	TRUE	0.752685699	0.857910156	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	psi_plus	2	sabre	FALSE	0.327764973	0.567871094	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	psi_plus	2	lookahead	TRUE	0.754144342	0.937988281	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	psi_plus	2	lookahead	FALSE	0.327764973	0.567871094	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	psi_plus	3	sabre	TRUE	0.752685699	0.857910156	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	psi_plus	3	sabre	FALSE	0.327764973	0.567871094	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	psi_plus	3	lookahead	TRUE	0.754144342	0.937988281	8	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	psi_plus	3	lookahead	FALSE	0.327764973	0.567871094	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	psi_minus	1	sabre	TRUE	0.752685698	0.857910156	5	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.1	psi_minus	1	sabre	FALSE	0.327764973	0.567871094	5	6	1	1	1	3	[0, 1]	[4, 5, 6]	[0, 1]
0.1	psi_minus	1	lookahead	TRUE	0.754144342	0.937988281	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.1	psi_minus	1	lookahead	FALSE	0.327764973	0.567871094	5	6	1	1	1	3	[0, 1]	[4, 5, 6]	[0, 1]
0.1	psi_minus	2	sabre	TRUE	0.752685699	0.857910156	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	psi_minus	2	sabre	FALSE	0.327764973	0.567871094	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	psi_minus	2	lookahead	TRUE	0.754144342	0.937988281	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.1	psi_minus	2	lookahead	FALSE	0.327764973	0.567871094	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	psi_minus	3	sabre	TRUE	0.752685699	0.857910156	5	8	4	1	1	2	[4, 6]	[4, 5, 6]	[0, 1]
0.1	psi_minus	3	sabre	FALSE	0.327764973	0.567871094	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
0.1	psi_minus	3	lookahead	TRUE	0.754144342	0.937988281	8	9	4	1	1	3	[4, 6]	[4, 5, 6]	[0, 1]
0.1	psi_minus	3	lookahead	FALSE	0.327764973	0.567871094	5	5	1	1	1	2	[0, 1]	[4, 5, 6]	[0, 1]
